IR_FOLDER_PATH;FLIGHT_LOG_PATH;TIME_BELT;FLIR_TIME_CORR_SEC;START_MISSION_FILE
20220617_173518_het_160m;Jun-17th-2022-17-35-51-Flight-Airdata.csv;5;0;20220617_173717_R.jpg
