time(millisecond),datetime(utc),latitude,longitude,height_above_takeoff(feet),height_above_ground_at_drone_location(feet),ground_elevation_at_drone_location(feet),altitude_above_seaLevel(feet),height_sonar(feet),speed(mph),distance(feet),mileage(feet),satellites,gpslevel,voltage(v),max_altitude(feet),max_ascent(feet),max_speed(mph),max_distance(feet), xSpeed(mph), ySpeed(mph), zSpeed(mph), compass_heading(degrees), pitch(degrees), roll(degrees),isPhoto,isVideo,rc_elevator,rc_aileron,rc_throttle,rc_rudder,rc_elevator(percent),rc_aileron(percent),rc_throttle(percent),rc_rudder(percent),gimbal_heading(degrees),gimbal_pitch(degrees),battery_percent,voltageCell1,voltageCell2,voltageCell3,voltageCell4,voltageCell5,voltageCell6,current(A),battery_temperature(f),altitude(feet),ascent(feet),flycStateRaw,flycState,message
0,2022-06-17 12:35:51,60.8921963962817,68.6824838421799,0,Available with any HD 360 subscription,Available with any HD 360 subscription,108.26772,0.328084,0,0,0,16,5,0,108.26772,0,0,0,0,0,0,261.9, 15.8, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,41,Motors_Started,
100,2022-06-17 12:35:52,60.8921964006829,68.6824838755223,0,,,108.26772,0.328084,0,0.0061316931096,0.0061316931096,16,5,0,108.26772,0,0,0.0061316931096,0,0,0,261.9, 15.8, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,41,Motors_Started,
200,2022-06-17 12:35:52,60.8921963936123,68.6824838141001,0,,,108.26772,0.328084,0,0.0050779529184,0.0173341212896,16,5,0,108.26772,0,0,0.0061316931096,0,0,0,261.9, 15.8, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,41,Motors_Started,
300,2022-06-17 12:35:52,60.8921963998199,68.6824838372126,0,,,108.26772,0.328084,0,0.0015632218348,0.0220199154028,16,5,0,108.26772,0,0,0.0061316931096,0,0,0,261.9, 15.8, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,41,Motors_Started,
400,2022-06-17 12:35:52,60.8921965429365,68.6824837871264,0,,,108.26772,0.328084,0,0.054391734024,0.074987207124,16,5,0,108.26772,0,0,0.054391734024,0,0,0,261.9, 15.8, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,41,Motors_Started,
500,2022-06-17 12:35:52,60.892196562876,68.6824838031798,0,,,108.26772,0.328084,0,0.06117454264,0.0828001995,16,5,0,108.26772,0,0,0.06117454264,0,0,0,261.9, 15.8, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,41,Motors_Started,
600,2022-06-17 12:35:52,60.8921963847623,68.6824839140971,0,,,108.26772,0.328084,0,0.0134381894064,0.150701120308,16,5,0,108.26772,0,0,0.06117454264,0,0,0,261.9, 15.8, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,41,Motors_Started,
700,2022-06-17 12:35:52,60.8921963866653,68.6824839370468,0,,,108.26772,0.328084,0,0.0171988850648,0.154833010204,16,5,0,108.26772,0,0,0.06117454264,0,0,0,262, 15.7, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,41,Motors_Started,
800,2022-06-17 12:35:52,60.8921963840947,68.682483883697,0,,,108.26772,0.328084,0,0.0086062010628,0.164348102372,16,5,0,108.26772,0,0,0.06117454264,0,0,0,261.9, 15.7, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,41,Motors_Started,
900,2022-06-17 12:35:52,60.8921963870151,68.6824838976411,0,,,108.26772,0.328084,0,0.010407808732,0.167042656264,16,5,0,108.26772,0,0,0.06117454264,0,0,0,261.9, 15.7, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,41,Motors_Started,"Setting new Return-To-Home altitude to 160m (525 ft). Setting new Maximum Flight Altitude to 500m (1640 ft)"
1000,2022-06-17 12:35:52,60.8921962338365,68.682483860096,0,,,108.26772,0.328084,0,0.059353348356,0.223325466464,16,5,0,108.26772,0,0,0.06117454264,0,0,0,261.9, 15.7, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,41,Motors_Started,
1100,2022-06-17 12:35:53,60.8921962205324,68.6824838685201,0,,,108.26772,0.328084,0,0.064292324892,0.228404534868,16,5,0,108.26772,0,0,0.064292324892,0,0,0,261.8, 15.7, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,41,Motors_Started,
1200,2022-06-17 12:35:53,60.8921962381357,68.6824838468186,0,,,108.26772,0.328084,0,0.057705382424,0.235893380252,16,5,0,108.26772,0,0,0.064292324892,0,0,0,261.9, 15.8, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,11,AutoTakeoff,
1300,2022-06-17 12:35:53,60.8921962265005,68.6824838484469,0,,,108.26772,0.328084,0,0.061954398308,0.240148301648,16,5,0,108.26772,0,0,0.064292324892,0,0,0,261.8, 15.7, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,11,AutoTakeoff,
1400,2022-06-17 12:35:53,60.8921960965729,68.6824839763623,0,,,108.26772,0.328084,0,0.111911748988,0.2927083427,16,5,0,108.26772,0,0,0.111911748988,0,0,0,261.8, 15.7, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,11,AutoTakeoff,
1500,2022-06-17 12:35:53,60.8921960724099,68.6824839848235,0,,,108.26772,0.328084,0,0.120846132476,0.301651256372,16,5,0,108.26772,0,0,0.120846132476,0,0,0,261.8, 15.6, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,11,AutoTakeoff,
1600,2022-06-17 12:35:53,60.8921961077001,68.6824839472269,0,,,108.26772,0.328084,0,0.106926840692,0.31615322534,16,5,0,108.26772,0,0,0.120846132476,0,0,0,262, 15.6, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,11,AutoTakeoff,
1700,2022-06-17 12:35:53,60.8921960866608,68.6824839494709,0,,,108.26772,0.328084,0,0.1145587307,0.323839577292,16,5,0,108.26772,0,0,0.120846132476,0,0,0,262.5, 15.6, -1.5,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,11,AutoTakeoff,
1800,2022-06-17 12:35:53,60.8921961133787,68.6824841060746,0,,,108.26772,0.328084,0,0.11334646032,0.35329397456,16,5,0,108.26772,0,0,0.120846132476,0,0,0,264, 15.6, -1.3,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,11,AutoTakeoff,
1900,2022-06-17 12:35:53,60.8921960822568,68.6824842243368,0,,,108.26772,0.328084,0,0.13314304888,0.37715880472,16,5,0,108.26772,0,0,0.13314304888,0,0,0,265.5, 14.6, -1.2,0,0,1024,1024,1024,1024,0,0,0,0,262.2,-89.9,99,,,,,,,0,32,108.26772,0,11,AutoTakeoff,
2000,2022-06-17 12:35:53,60.8921960823132,68.6824844674089,0,,,108.26772,0.328084,0,0.159485897492,0.42029856988,16,5,0,108.26772,0,0,0.159485897492,0,0.223694,0,266.5, 10.6, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,262.3,-89.9,99,,,,,,,0,32,108.26772,0,11,AutoTakeoff,
2100,2022-06-17 12:35:54,60.8921960176167,68.6824849147669,0,,,108.26772,0.328084,0.0447388,0.23521490254,0.5031332182,16,5,0,108.26772,0,0.0447388,0.23521490254,0,0.447388,0,266.6, 3.7, -1.4,0,0,1024,1024,1024,1024,0,0,0,0,262.4,-89.9,99,,,,,,,0,32,108.26772,0,11,AutoTakeoff,
2200,2022-06-17 12:35:54,60.8921959618275,68.682485479545,0,,,108.26772,0.328084,0.07158208,0.33102363264,0.60541668604,16,5,0,108.26772,0,0.07158208,0.33102363264,-0.223694,0.671082,-0.223694,266.2, -1.9, -2,0,0,1024,1024,1024,1024,0,0,0,0,262.6,-89.9,99,,,,,,,0,32,108.26772,0,11,AutoTakeoff,
2300,2022-06-17 12:35:54,60.8921958217612,68.6824860014186,0,,,108.26772,0.328084,0.04921268,0.43680775676,0.71120081016,16,5,0,108.26772,0,0.07158208,0.43680775676,-0.223694,0.447388,-0.671082,265.9, -3, -1.1,0,0,1024,1024,1024,1024,0,0,0,0,262.7,-89.9,99,,,,,,,0,32,108.26772,0,11,AutoTakeoff,
2400,2022-06-17 12:35:54,60.8921954432207,68.6824862642556,0,,,108.26772,0.656168,0.06263432,0.55290684184,0.85697837388,15,5,0,108.26772,0,0.07158208,0.55290684184,-0.447388,0.447388,-0.894776,266, -2.2, 1.1,0,0,1024,1024,1024,1024,0,0,0,0,262.8,-89.9,99,,,,,,,0,32,108.26772,0,11,AutoTakeoff,
2500,2022-06-17 12:35:54,60.8921952343073,68.6824866147785,0.328084,,,108.595804,0.656168,0.06263432,0.649524299,0.9553642038,15,5,0,108.595804,0.328084,0.07158208,0.649524299,-0.447388,0.447388,-1.11847,266.3, -0.8, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,262.9,-89.9,99,,,,,,,0,32,108.595804,0.328084,11,AutoTakeoff,
2600,2022-06-17 12:35:54,60.8921946390705,68.6824868184884,0.328084,,,108.595804,0.656168,0.04921268,0.83070540716,1.175524972,16,5,0,108.595804,0.328084,0.07158208,0.83070540716,-0.223694,0.447388,-1.11847,266.4, -0.3, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,263,-89.9,99,,,,,,,0,32,108.595804,0.328084,11,AutoTakeoff,
2700,2022-06-17 12:35:54,60.8921944051742,68.6824870914919,0.656168,,,108.923888,0.984252,0.03131716,0.92753283808,1.27365817724,16,5,0,108.923888,0.656168,0.07158208,0.92753283808,-0.223694,0.223694,-1.11847,266.4, -1, 1.9,0,0,1024,1024,1024,1024,0,0,0,0,263.2,-89.9,99,,,,,,,0,32,108.923888,0.656168,11,AutoTakeoff,
2800,2022-06-17 12:35:54,60.892194092475,68.6824871339879,0.984252,,,109.251972,0.984252,0.03131716,1.02364504588,1.38799545124,15,5,0,109.251972,0.984252,0.07158208,1.02364504588,-0.223694,0.223694,-1.11847,266.2, -1.5, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,263.3,-89.9,99,,,,,,,0,32,109.251972,0.984252,11,AutoTakeoff,
2900,2022-06-17 12:35:54,60.8921938471954,68.6824873207434,0.984252,,,109.251972,1.312336,0.03131716,1.11629924832,1.48342852516,15,5,0,109.251972,0.984252,0.07158208,1.11629924832,-0.223694,0.223694,-1.11847,266.1, -1.6, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,263.3,-89.9,98,,,,,,,0,32,109.251972,0.984252,11,AutoTakeoff,
3000,2022-06-17 12:35:54,60.8921934354923,68.6824872236973,1.312336,,,109.580056,1.312336,0.03131716,1.23576447524,1.63461947488,15,5,0,109.580056,1.312336,0.07158208,1.23576447524,-0.223694,0.223694,-1.11847,266.1, -1.7, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,263.4,-89.9,98,,,,,,,0,32,109.580056,1.312336,11,AutoTakeoff,
3100,2022-06-17 12:35:55,60.8921931711628,68.6824872961469,1.312336,,,109.580056,1.64042,0.0223694,1.32679138104,1.73191606592,15,5,0,109.580056,1.312336,0.07158208,1.32679138104,-0.223694,0,-1.11847,266.2, -1.7, 2.8,0,0,1024,1024,1024,1024,0,0,0,0,263.5,-89.9,98,,,,,,,0,32,109.580056,1.312336,11,AutoTakeoff,
3200,2022-06-17 12:35:55,60.8921929315942,68.6824867280561,1.64042,,,109.90814,1.64042,0.0223694,1.36391408564,1.8653543904,15,5,0,109.90814,1.64042,0.07158208,1.36391408564,-0.223694,0,-0.894776,266.1, -1, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,263.6,-89.9,98,,,,,,,0,32,109.90814,1.64042,11,AutoTakeoff,
3300,2022-06-17 12:35:55,60.8921926807011,68.6824866690075,1.64042,,,109.90814,1.968504,0.0223694,1.4454888914,1.95749022012,15,5,0,109.90814,1.64042,0.07158208,1.4454888914,-0.223694,0,-0.894776,266.3, -0.6, 3.6,0,0,1024,1024,1024,1024,0,0,0,0,263.6,-89.9,98,,,,,,,0,32,109.90814,1.64042,11,AutoTakeoff,
3400,2022-06-17 12:35:55,60.8921924799768,68.682486683568,1.968504,,,110.236224,1.968504,0.0223694,1.51524283064,2.03077106236,15,5,0,110.236224,1.968504,0.07158208,1.51524283064,-0.223694,0,-0.894776,266.4, -0.4, 3.5,0,0,1024,1024,1024,1024,0,0,0,0,263.7,-89.9,98,,,,,,,0,32,110.236224,1.968504,11,AutoTakeoff,
3500,2022-06-17 12:35:55,60.8921922694005,68.6824866026387,1.968504,,,110.236224,2.296588,0.0223694,1.58339571996,2.10893051368,15,5,0,110.236224,1.968504,0.07158208,1.58339571996,-0.223694,0,-0.894776,266.4, -0.4, 3.1,0,0,1024,1024,1024,1024,0,0,0,0,263.8,-89.9,98,,,,,,,0,32,110.236224,1.968504,11,AutoTakeoff,
3600,2022-06-17 12:35:55,60.8921925409271,68.6824861230434,2.296588,,,110.564308,2.296588,0,1.46371723844,2.23954075408,16,5,0,110.564308,2.296588,0.07158208,1.58339571996,0,0,-1.11847,266.4, -0.8, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,263.8,-89.9,98,,,,,,,0,32,110.564308,2.296588,11,AutoTakeoff,
3700,2022-06-17 12:35:55,60.892192401506,68.6824859922926,2.296588,,,110.564308,2.624672,0,1.50662078312,2.29545282936,16,5,0,110.564308,2.296588,0.07158208,1.58339571996,0,0,-0.894776,266.3, -0.9, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,263.9,-89.9,98,,,,,,,0,32,110.564308,2.296588,11,AutoTakeoff,
3800,2022-06-17 12:35:55,60.8921922328473,68.6824864288158,2.624672,,,110.892392,2.624672,0,1.58688325288,2.3943898404,16,5,0,110.892392,2.624672,0.07158208,1.58688325288,0,0,-0.894776,266.2, -0.9, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,264,-89.9,98,,,,,,,0,32,110.892392,2.624672,11,AutoTakeoff,
3900,2022-06-17 12:35:55,60.8921920993253,68.6824863114549,2.624672,,,110.892392,2.952756,0,1.62784454028,2.44737212556,16,5,0,110.892392,2.624672,0.07158208,1.62784454028,0,0,-0.894776,266, -1.1, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,264,-89.9,98,,,,,,,0,32,110.892392,2.624672,11,AutoTakeoff,
4000,2022-06-17 12:35:55,60.892192143614,68.6824864049149,2.952756,,,111.220476,2.952756,0,1.61687669216,2.47053157512,16,5,0,111.220476,2.952756,0.07158208,1.62784454028,0,0,-1.11847,266, -1.4, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,264.1,-89.9,98,,,,,,,0,32,111.220476,2.952756,11,AutoTakeoff,
4100,2022-06-17 12:35:56,60.8921920426973,68.6824862375464,2.952756,,,111.220476,3.28084,0,1.64431107624,2.51783800708,16,5,0,111.220476,2.952756,0.07158208,1.64431107624,0,0,-0.894776,266.1, -1.3, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,264.1,-89.9,98,,,,,,,0,32,111.220476,2.952756,11,AutoTakeoff,
4200,2022-06-17 12:35:56,60.8921920076154,68.6824862724311,3.28084,,,111.54856,3.28084,0,1.65828089296,2.53205716764,16,5,0,111.54856,3.28084,0.07158208,1.65828089296,0,0,-0.894776,266.2, -0.5, 1.4,0,0,1024,1024,1024,1024,0,0,0,0,264.1,-89.9,98,,,,,,,0,32,111.54856,3.28084,11,AutoTakeoff,
4300,2022-06-17 12:35:56,60.8921919008777,68.682486075219,3.28084,,,111.54856,3.28084,0,1.68734913536,2.58441937404,16,5,0,111.54856,3.28084,0.07158208,1.68734913536,0,0,-0.894776,266.2, 0, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,264.2,-89.9,98,,,,,,,0,32,111.54856,3.28084,11,AutoTakeoff,
4400,2022-06-17 12:35:56,60.8921916550056,68.6824863609958,3.608924,,,111.876644,3.608924,0,1.78668312804,2.68747055844,16,5,0,111.876644,3.608924,0.07158208,1.78668312804,0,0,-0.894776,266.3, 0.1, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,264.2,-89.9,98,,,,,,,0,32,111.876644,3.608924,14,Waypoint,
4500,2022-06-17 12:35:56,60.8921915284322,68.6824862171215,3.608924,,,111.876644,3.608924,0,1.82536751248,2.740239589,16,5,0,111.876644,3.608924,0.07158208,1.82536751248,0,0,-0.894776,266.3, 0, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,264.2,-89.9,98,,,,,,,0,32,111.876644,3.608924,14,Waypoint,
4600,2022-06-17 12:35:56,60.8921917293179,68.6824861887898,3.937008,,,112.204728,3.937008,0,1.75293312696,2.81370415828,16,5,0,112.204728,3.937008,0.07158208,1.82536751248,0,0,-0.894776,266.3, 0, 2.5,0,0,1024,1024,1024,1024,0,0,0,0,264.3,-89.9,98,,,,,,,0,32,112.204728,3.937008,14,Waypoint,
4700,2022-06-17 12:35:56,60.8921916336391,68.682486068572,3.937008,,,112.204728,3.937008,0,1.78201121188,2.85461951392,16,5,0,112.204728,3.937008,0.07158208,1.82536751248,0,0,-1.11847,266.3, -0.1, 2.4,0,0,1024,1024,1024,1024,0,0,0,0,264.3,-89.9,98,,,,,,,0,32,112.204728,3.937008,14,Waypoint,
4800,2022-06-17 12:35:56,60.8921918264756,68.6824860680866,3.937008,,,112.204728,4.265092,0,1.71345477924,2.92497384688,16,5,0,112.204728,3.937008,0.07158208,1.82536751248,0,0,-1.11847,266.3, -0.2, 1.7,0,0,1024,1024,1024,1024,0,0,0,0,264.4,-89.9,98,,,,,,,0,32,112.204728,3.937008,14,Waypoint,
4900,2022-06-17 12:35:56,60.8921917469273,68.6824859472965,4.265092,,,112.532812,4.265092,0,1.73697184036,2.9610565252,16,5,0,112.532812,4.265092,0.07158208,1.82536751248,0,0,-1.11847,266.3, 0, 1.8,0,0,1024,1024,1024,1024,0,0,0,0,264.4,-89.9,98,,,,,,,0,32,112.532812,4.265092,14,Waypoint,
5000,2022-06-17 12:35:56,60.8921917199088,68.6824857068442,4.265092,,,112.532812,4.593176,0,1.73797249656,3.0048557392,16,5,0,112.532812,4.265092,0.07158208,1.82536751248,0,0,-1.11847,266.3, 0.3, 2,0,0,1024,1024,1024,1024,0,0,0,0,264.4,-89.9,98,,,,,,,0,32,112.532812,4.265092,14,Waypoint,
5100,2022-06-17 12:35:57,60.8921916288036,68.6824855729922,4.593176,,,112.860896,4.593176,0,1.76632879668,3.04571203972,16,5,0,112.860896,4.593176,0.07158208,1.82536751248,0,0,-1.342164,266.2, 0.6, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,264.5,-89.9,98,,,,,,,0,32,112.860896,4.593176,14,Waypoint,
5200,2022-06-17 12:35:57,60.8921915950646,68.682485665171,4.92126,,,113.18898,4.92126,0,1.78135176304,3.06618776216,16,5,0,113.18898,4.92126,0.07158208,1.82536751248,0,0,-1.789552,266.1, 0, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,264.5,-89.9,98,,,,,,,0,32,113.18898,4.92126,14,Waypoint,
5300,2022-06-17 12:35:57,60.8921915086394,68.6824855251034,5.249344,,,113.517064,5.249344,0,1.80809388988,3.10633868208,16,5,0,113.517064,5.249344,0.07158208,1.82536751248,0,0,-2.460634,266.1, 0.5, 2.9,0,0,1024,1024,1024,1024,0,0,0,0,264.5,-89.9,98,,,,,,,0,32,113.517064,5.249344,14,Waypoint,
5400,2022-06-17 12:35:57,60.8921915254167,68.6824854284486,5.577428,,,113.845148,5.577428,0,1.799294677,3.12455390576,16,5,0,113.845148,5.577428,0.07158208,1.82536751248,0,0,-3.131716,266.2, 2.5, 3,0,0,1024,1024,1024,1024,0,0,0,0,264.5,-89.9,98,,,,,,,0,32,113.845148,5.577428,14,Waypoint,
5500,2022-06-17 12:35:57,60.8921914985248,68.6824853818788,5.905512,,,114.173232,6.233596,0,1.80771659328,3.13738199016,16,5,0,114.173232,5.905512,0.07158208,1.82536751248,0,0,-4.026492,266.1, 2.9, 1.2,0,0,1024,1024,1024,1024,0,0,0,0,264.6,-89.9,98,,,,,,,0,32,114.173232,5.905512,14,Waypoint,
5600,2022-06-17 12:35:57,60.8921917180746,68.6824852082553,6.889764,,,115.157484,6.889764,0,1.72397643312,3.22320876456,16,5,0,115.157484,6.889764,0.07158208,1.82536751248,0,0,-4.921268,265.9, 1.8, 0.4,0,0,1024,1024,1024,1024,0,0,0,0,264.6,-89.9,98,,,,,,,0,32,115.157484,6.889764,14,Waypoint,
5700,2022-06-17 12:35:57,60.8921917004958,68.6824853602208,7.545932,,,115.813652,7.545932,0,1.73431107912,3.25093186256,16,5,0,115.813652,7.545932,0.07158208,1.82536751248,0,0,-5.816044,265.9, 0.1, 0.8,0,0,1024,1024,1024,1024,0,0,0,0,264.6,-89.9,98,,,,,,,0,32,115.813652,7.545932,14,Waypoint,
5800,2022-06-17 12:35:57,60.8921917620418,68.6824851730765,8.530184,,,116.797904,8.2021,0,1.70722118324,3.291010604,16,5,0,116.797904,8.530184,0.07158208,1.82536751248,0,0,-6.487126,266.1, -1.2, 1.3,0,0,1024,1024,1024,1024,0,0,0,0,264.6,-89.9,98,,,,,,,0,32,116.797904,8.530184,14,Waypoint,
5900,2022-06-17 12:35:57,60.8921917216778,68.6824852690158,9.514436,,,117.782156,9.186352,0,1.72422577696,3.3135499748,16,5,0,117.782156,9.514436,0.07158208,1.82536751248,0,0,-6.934514,266.2, -1.2, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,264.6,-89.9,98,,,,,,,0,32,117.782156,9.514436,14,Waypoint,
6000,2022-06-17 12:35:58,60.8921915211056,68.6824850747399,10.498688,,,118.766408,9.84252,0.0223694,1.79210635656,3.3944226808,16,5,0,118.766408,10.498688,0.07158208,1.82536751248,-0.223694,0,-6.934514,266.2, -1.1, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,264.7,-89.9,98,,,,,,,0,32,118.766408,10.498688,14,Waypoint,
6100,2022-06-17 12:35:58,60.8921914675124,68.6824850090109,11.48294,,,119.75066,10.826772,0.0223694,1.81014441488,3.4171917104,16,5,0,119.75066,11.48294,0.07158208,1.82536751248,-0.223694,0,-7.158208,266.2, 0, 3.2,0,0,1024,1024,1024,1024,0,0,0,0,264.7,-89.9,98,,,,,,,0,32,119.75066,11.48294,14,Waypoint,
6200,2022-06-17 12:35:58,60.8921912330103,68.6824842830992,12.467192,,,120.734912,11.48294,0.03131716,1.88543969288,3.571850508,16,5,0,120.734912,12.467192,0.07158208,1.88543969288,-0.223694,-0.223694,-7.158208,266.3, 1.8, 4.2,0,0,1024,1024,1024,1024,0,0,0,0,264.7,-89.9,98,,,,,,,0,32,120.734912,12.467192,14,Waypoint,
6300,2022-06-17 12:35:58,60.8921911936184,68.6824840960014,13.451444,,,121.719164,12.139108,0.03131716,1.89872381404,3.6080381732,16,5,0,121.719164,13.451444,0.07158208,1.89872381404,-0.223694,-0.223694,-7.158208,266.3, 2.7, 4.3,0,0,1024,1024,1024,1024,0,0,0,0,264.7,-89.9,98,,,,,,,0,32,121.719164,13.451444,14,Waypoint,
6400,2022-06-17 12:35:58,60.8921910996008,68.6824837718446,14.435696,,,122.703416,13.12336,0.0223694,1.93253287024,3.675032926,15,5,0,122.703416,14.435696,0.07158208,1.93253287024,-0.223694,0,-7.158208,266.3, 2.8, 4.1,0,0,1024,1024,1024,1024,0,0,0,0,264.7,-89.9,98,,,,,,,0,32,122.703416,14.435696,14,Waypoint,
6500,2022-06-17 12:35:58,60.8921911190167,68.6824836126712,15.748032,,,124.015752,13.779528,0,1.9258366758,3.7041339768,15,5,0,124.015752,15.748032,0.07158208,1.93253287024,0,0,-7.158208,266.5, 3.2, 3.2,0,0,1024,1024,1024,1024,0,0,0,0,264.8,-89.9,98,,,,,,,0,32,124.015752,15.748032,14,Waypoint,
6600,2022-06-17 12:35:58,60.8921908958976,68.6824829938558,16.732284,,,125.000004,14.435696,0.0223694,2.0124508518,3.8408465796,15,5,0,125.000004,16.732284,0.07158208,2.0124508518,-0.223694,0,-6.934514,266.6, 3.2, 2.9,0,0,1024,1024,1024,1024,0,0,0,0,264.8,-89.9,98,,,,,,,0,32,125.000004,16.732284,14,Waypoint,
6700,2022-06-17 12:35:58,60.8921909154731,68.6824828794876,17.716536,,,125.984256,15.091864,0.0223694,2.0069554448,3.86236889,15,5,0,125.984256,17.716536,0.07158208,2.0124508518,-0.223694,0,-6.934514,266.5, 3.1, 3.3,0,0,1024,1024,1024,1024,0,0,0,0,264.8,-89.9,98,,,,,,,0,32,125.984256,17.716536,14,Waypoint,
6800,2022-06-17 12:35:58,60.8921911957647,68.6824828638078,18.700788,,,126.968508,15.748032,0,1.90533470664,3.9646654812,16,5,0,126.968508,18.700788,0.07158208,2.0124508518,0,0,-6.934514,266.4, 2.6, 2.8,0,0,1024,1024,1024,1024,0,0,0,0,264.8,-89.9,98,,,,,,,0,32,126.968508,18.700788,14,Waypoint,
6900,2022-06-17 12:35:58,60.8921912582809,68.6824828339471,19.68504,,,127.95276,16.4042,0,1.88311685816,3.9880906788,16,5,0,127.95276,19.68504,0.07158208,2.0124508518,0,0,-6.934514,266.4, 2, 2.3,0,0,1024,1024,1024,1024,0,0,0,0,264.8,-89.9,98,,,,,,,0,32,127.95276,19.68504,14,Waypoint,
7000,2022-06-17 12:35:58,60.8921913749011,68.6824832952228,20.669292,,,128.937012,16.732284,0,1.83461948128,4.0803478996,16,5,0,128.937012,20.669292,0.07158208,2.0124508518,0,0,-6.71082,266.3, 1.4, 2.1,0,0,1024,1024,1024,1024,0,0,0,0,264.9,-89.9,98,,,,,,,0,32,128.937012,20.669292,14,Waypoint,
7100,2022-06-17 12:35:59,60.8921914377552,68.6824833241697,21.653544,,,129.921264,17.388452,0,1.8114501892,4.1038715224,16,5,0,129.921264,21.653544,0.07158208,2.0124508518,0,0,-6.934514,266.3, 1.2, 2.2,0,0,1024,1024,1024,1024,0,0,0,0,264.9,-89.9,98,,,,,,,0,32,129.921264,21.653544,14,Waypoint,
7200,2022-06-17 12:35:59,60.8921913201139,68.6824837126357,22.637796,,,130.905516,18.372704,0,1.85217853696,4.1850723124,16,5,0,130.905516,22.637796,0.07158208,2.0124508518,0,0,-6.71082,266.4, 1.1, 2.6,0,0,1024,1024,1024,1024,0,0,0,0,264.9,-89.9,98,,,,,,,0,32,130.905516,22.637796,14,Waypoint,
7300,2022-06-17 12:35:59,60.892191359018,68.6824837506808,23.622048,,,131.889768,19.028872,0,1.83791344464,4.200787536,16,5,0,131.889768,23.622048,0.07158208,2.0124508518,0,0,-6.71082,266.3, 1, 2.7,0,0,1024,1024,1024,1024,0,0,0,0,264.9,-89.9,98,,,,,,,0,32,131.889768,23.622048,14,Waypoint,
7400,2022-06-17 12:35:59,60.8921912370916,68.6824838952548,24.6063,,,132.87402,20.013124,0,1.88235242244,4.252132682,15,5,0,132.87402,24.6063,0.07158208,2.0124508518,0,0,-6.71082,266.3, 1, 3,0,0,1024,1024,1024,1024,0,0,0,0,264.9,-89.9,98,,,,,,,0,32,132.87402,24.6063,14,Waypoint,
